EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
211369923,08 49 49.822,+11 09 28.56,1,9.849,,813-1572-1,506-048466,08494983+1109285,,STAR,gri,rpm,-74.2,1.1,27.9,1.1,,,10.509,0.043,9.697,0.029,,,10.741,0.03,9.966,0.04,9.467,0.22,,,8.433,0.021,8.064,0.017,8.025,0.024,,,,,,,,,5244,62,62,4.509,0.048,0.708,0.093,0.12,0.15,0.878,1.405,0.049,0.931,0.244,0.053,1.292,0.279,1.191,71.76,99.58,6.614,0.015,0.006,0.004,,,
211370010,08 47 10.992,+11 09 34.20,1,8.4,43138,813-2940-1,506-048328,08471100+1109342,,STAR,BV,plx,-25.88,4.43,-14.37,2.41,1.02,3.86,8.385,0.017,8.309,0.013,,,,,,,,,,,8.168,0.029,8.161,0.047,8.149,0.021,,,,,,,,,8461,1080,771,3.994,0.17,0.238,-0.005,0.12,0.12,2.378,0.898,0.557,2.116,0.459,0.328,0.137,0.124,0.082,980.4,3710,3710,0.027,0.01,0.007,,,
211370153,08 51 41.169,+11 09 42.12,1,9.472,,814-2064-1,506-048554,,,STAR,gri,,15.6,1.4,-21.3,1.3,,,10.001,0.026,9.448,0.022,,,10.19,0.04,9.708,0.08,9.164,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211370240,08 47 10.893,+11 09 46.65,1,8.62,43137,813-2939-1,506-048327,08471090+1109466,,STAR,BV,plx,-34.11,4.82,-11.51,2.6,4.08,4.31,8.66,0.018,8.545,0.014,,,,,,,,,,,8.332,0.027,8.294,0.042,8.268,0.016,,,,,,,,,8014,904,645,4.036,0.16,0.256,-0.014,0.12,0.12,2.104,0.915,0.425,1.913,0.355,0.254,0.184,0.151,0.114,245.1,258.9,258.9,0.026,0.01,0.007,,,
211373095,08 25 48.738,+11 12 29.36,1,9.701,,800-25-1,507-046108,08254874+1112291,,STAR,gri,rpm,-10.3,1.6,4,1.6,,,11.225,0.089,10.171,0.048,,,10.528,0.02,9.653,0.04,9.347,0.04,,,8.03,0.023,7.502,0.042,7.31,0.024,,,,,,,,,4747,75,94,2.499,0.23,0.138,-0.103,0.15,0.18,11.066,0.956,1.56,1.425,0.453,0.283,0.001,0.001,3.05E-04,616.5,48.67,62.22,0.034,0.011,0.008,,,
211374279,08 52 02.045,+11 13 37.64,1,9.48,,814-1498-1,507-047512,08520205+1113378,,STAR,gri,rpm,-5.7,1.2,-41,1.2,,,9.958,0.025,9.43,0.02,,,10.138,0.03,9.731,0.04,9.198,0.03,,,8.379,0.021,8.112,0.023,8.053,0.023,,,,,,,,,6083,145,121,4.119,0.235,0.329,-0.012,0.12,0.18,1.476,0.829,0.359,1.19,0.253,0.115,0.289,0.388,0.201,133.4,83.27,31.51,0.019,0.01,0.006,,,
211375850,08 27 31.466,+11 15 13.52,1,9.09,41470,804-80-1,507-046196,08273147+1115136,,STAR,gri,plx,-9.74,1.67,-3.26,1.04,2.08,1.29,9.975,0.033,9.154,0.023,,,10.123,0.08,9.085,0.03,8.647,0.08,,,7.537,0.03,7.091,0.057,6.946,0.018,,,,,,,,,4643,111,111,2.451,0.175,0.125,-0.002,0.15,0.18,11.417,1.728,1.265,1.463,0.39,0.292,9.09E-04,6.63E-04,2.94E-04,480.8,298.2,298.2,0.033,0.011,0.007,,,
211376143,08 52 30.474,+11 15 32.34,1,8.567,,814-1224-1,507-047537,,,STAR,gri,,-10,1.2,-3.7,1.1,,,10.374,0.043,8.754,0.015,,,10.096,0.06,9.218,0.02,7.912,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211376339,08 43 43.846,+11 15 44.29,1,9.014,42839,813-615-1,507-047075,08434384+1115443,,STAR,gri,plx,-10.54,0.91,0.5,0.52,4.67,0.69,8.58,0.018,8.447,0.015,,,9.9,0.03,9.148,0.04,8.635,0.06,,,8.149,0.018,8.142,0.038,8.11,0.027,,,,,,,,,8401,825,589,4.114,0.095,0.114,-0.009,0.1,0.12,1.95,0.326,0.236,1.928,0.245,0.153,0.236,0.097,0.08,214.1,31.64,31.64,0.025,0.008,0.006,,,
211376702,08 33 04.976,+11 16 05.44,1,8.602,41951,804-682-1,507-046520,08330498+1116055,,STAR,gri,plx,-65.32,0.83,-27.32,0.57,7.14,0.65,8.649,0.019,7.933,0.013,,,9.874,0.03,9.027,0.04,8.056,0.06,,,6.772,0.024,6.511,0.029,6.39,0.029,,,,,,,,,6263,221,184,3.724,0.04,0.072,0.041,0.08,0.1,2.948,0.296,0.204,1.686,0.119,0.085,0.064,0.013,0.015,140.1,12.75,12.75,0.019,0.005,0.004,,,
211378388,08 29 19.942,+11 17 44.36,1,9.299,,804-642-1,507-046296,08291994+1117443,,STAR,gri,rpm,-50.9,1.1,-0.4,1.1,,,9.656,0.027,9.233,0.024,,,9.954,0.19,9.409,0.17,9.018,0.04,,,8.293,0.026,8.072,0.038,8.027,0.027,,,,,,,,,6209,247,247,4.149,0.195,0.234,-0.016,0.15,0.18,1.46,0.674,0.308,1.239,0.191,0.159,0.316,0.307,0.194,133,53.85,32.81,0.019,0.008,0.006,,,
211380313,08 52 16.560,+11 19 38.20,1,9.766,,814-908-1,507-047523,08521656+1119380,,STAR,gri,rav,-8.1,1.6,-4.4,1.5,,,11.319,0.065,10.144,0.035,,,10.873,0.26,9.896,0.04,9.291,0.03,,,7.875,0.023,7.233,0.036,7.119,0.018,,,,,,,,,4353,88,70,1.98,0.135,0.135,-0.134,0.12,0.12,18.764,3.64,3.049,1.277,0.27,0.15,1.85E-04,1.15E-04,7.10E-05,876.8,187.1,130.5,0.034,0.011,0.007,,,
211381707,08 31 10.401,+11 21 01.76,1,9.173,,804-324-1,507-046406,08311039+1121018,,STAR,gri,rpm,-1.8,1.8,4.3,1.8,,,11.571,0.147,10.07,0.047,,,11.03,0.2,9.915,0.04,8.378,0.01,,,5.893,0.023,5.026,0.046,4.683,0.018,,,,,,,,,3637,172,143,0.629,0.34,0.408,-0.185,0.25,0.3,88.716,39.223,27.198,1.239,0.347,0.248,1.63E-06,4.42E-06,1.19E-06,1269,446.8,385.4,0.034,0.013,0.007,,,
211382159,08 50 19.886,+11 21 30.57,1,9.544,,813-2651-1,507-047408,08501989+1121305,,STAR,gri,rpm,-25.1,1.2,-7.3,1.1,,,9.581,0.024,9.272,0.022,,,10.003,0.14,9.284,0.04,9.347,0.14,,,8.715,0.027,8.607,0.021,8.566,0.018,,,,,,,,,6821,269,269,4.109,0.135,0.216,0.018,0.1,0.1,1.778,0.553,0.313,1.491,0.192,0.12,0.237,0.192,0.118,211.2,73.42,42.34,0.025,0.01,0.006,,,
211382175,08 48 13.101,+11 21 31.53,1,9.381,,813-1809-1,507-047298,08481310+1121317,,STAR,gri,rpm,19,1.2,-33.3,1.1,,,9.711,0.027,9.247,0.022,,,10.036,0.12,9.205,0.02,9.1,0.1,,,8.371,0.021,8.175,0.024,8.119,0.026,,,,,,,,,6152,182,145,4.142,0.195,0.312,0.048,0.12,0.15,1.523,0.93,0.354,1.267,0.237,0.131,0.334,0.318,0.234,138.6,80.96,31.26,0.02,0.007,0.005,,,
211382664,08 44 48.309,+11 21 59.08,1,9.435,,813-965-1,507-047130,08444831+1121591,,STAR,gri,rpm,-46.8,1.2,-11.6,1.1,,,9.86,0.027,9.394,0.023,,,10.03,0.29,9.498,0.02,9.18,0.06,,,8.446,0.018,8.266,0.038,8.18,0.02,,,,,,,,,6131,184,184,4.127,0.225,0.27,-0.012,0.15,0.21,1.478,0.726,0.367,1.213,0.213,0.177,0.312,0.363,0.188,144.1,60.59,36.55,0.02,0.008,0.006,,,
211384981,08 39 03.817,+11 24 10.88,1,9.863,,,508-048570,08390381+1124108,,STAR,gri,rpm,-4.6,3.2,-1.9,3.4,,,11.846,0.08,10.359,0.08,,,11.117,0.09,9.854,0.05,9.326,0.11,,,7.63,0.02,6.863,0.033,6.66,0.018,,,,,,,,,4064,80,80,1.389,0.215,0.258,-0.165,0.2,0.32,35.416,11.014,7.154,1.192,0.243,0.202,2.55E-05,2.71E-05,1.48E-05,1361,317.2,257.3,0.035,0.013,0.008,,,
211385284,08 50 18.617,+11 24 28.25,1,8.782,43387,813-2055-1,508-049148,08501862+1124283,,STAR,gri,plx,-3.69,1.17,-5.09,0.9,2.24,1.23,9.935,0.033,8.717,0.017,,,9.993,0.13,8.898,0.01,8.263,0.2,,,6.8,0.02,6.263,0.021,6.129,0.016,,,,,,,,,4652,111,93,2.469,0.133,0.095,0.022,0.12,0.18,11.599,1.427,0.724,1.505,0.365,0.304,9.18E-04,3.61E-04,2.22E-04,446.4,245.1,245.1,0.031,0.011,0.007,,,
211386388,08 32 29.761,+11 25 30.90,1,9.225,,804-54-1,508-048237,08322974+1125308,,STAR,gri,rpm,-36.2,1.2,-8.6,1.1,,,9.908,0.033,9.148,0.023,,,9.913,0.16,9.528,0.08,8.931,0.1,,,8.071,0.02,7.791,0.034,7.696,0.018,,,,,,,,,5907,239,239,4.027,0.35,0.3,-0.042,0.15,0.3,1.723,0.711,0.731,1.139,0.202,0.202,0.22,0.578,0.147,128.2,53.3,49.4,0.018,0.008,0.006,,,
211386433,08 49 50.168,+11 25 33.21,1,9.93,,813-2806-1,508-049114,08495016+1125332,,STAR,gri,rpm,12.5,1.4,-24.8,1.3,,,11.062,0.084,10.087,0.047,,,10.747,0.35,9.782,0.11,9.581,0.22,,,8.306,0.018,7.85,0.029,7.753,0.023,,,,,,,,,5004,100,100,2.525,0.87,0.174,-0.573,0.36,0.36,8.566,2.002,5.118,0.978,0.239,0.092,0.001,0.023,7.41E-04,600.4,87.05,356.9,0.028,0.011,0.007,,,
211387918,08 37 59.243,+11 26 58.84,1,8.691,42346,805-1267-1,508-048518,08375923+1126589,,STAR,gri,plx,-7.4,0.79,-3.08,0.69,4.88,0.86,8.146,0.018,8.05,0.013,,,9.668,0.02,8.751,0.01,8.272,0.01,,,7.828,0.024,7.81,0.026,7.787,0.017,,,,,,,,,8379,710,507,4.071,0.12,0.14,-0.009,0.12,0.12,2.088,0.429,0.261,1.981,0.216,0.135,0.208,0.096,0.086,204.9,36.11,36.11,0.024,0.008,0.005,,,
211390221,08 36 35.994,+11 29 12.64,1,9.428,,805-1264-1,508-048441,08363599+1129125,,STAR,gri,rpm,-14.1,1.2,-22.6,1.2,,,9.427,0.022,9.077,0.02,,,9.996,0.07,9.158,0.04,9.184,0.06,,,8.587,0.024,8.492,0.021,8.451,0.023,,,,,,,,,7362,223,268,4.104,0.125,0.25,-0.015,0.15,0.15,1.821,0.763,0.292,1.637,0.195,0.162,0.247,0.14,0.146,220.8,78.16,42.98,0.026,0.008,0.007,,,
211392382,08 39 50.792,+11 31 21.61,1,8.25,42499,805-1288-1,508-048618,08395078+1131214,,STAR,gri,plx,-108.92,0.85,-501.23,0.55,55.13,0.71,8.449,0.017,7.616,0.012,,,9.653,0.04,8.674,0.06,7.649,0.18,,,5.989,0.021,5.556,0.031,5.439,0.016,,,,,,,,,4902,77,58,4.592,0.02,0.02,0.092,0.1,0.1,0.762,0.015,0.015,0.832,0.017,0.017,1.863,0.112,0.112,18.14,0.544,0.544,0,0,0,,,
211392955,08 55 02.291,+11 31 56.30,1,9.206,,814-184-1,508-049432,08550228+1131563,,STAR,gri,rpm,2.2,1.3,-17.4,1.2,,,10.701,0.06,9.489,0.029,,,10.182,0.03,9.589,0.04,8.787,0.05,,,7.472,0.02,6.947,0.029,6.806,0.02,,,,,,,,,5002,121,60,2.391,0.44,0.11,-0.652,0.12,0.18,10.482,0.985,4.366,0.968,0.083,0.059,8.23E-04,0.003,2.21E-04,475.6,36.36,178.8,0.027,0.014,0.007,,,
211396074,08 29 22.790,+11 34 53.09,1,9.182,,804-630-1,508-048059,08292279+1134530,,STAR,gri,rpm,-19.4,1,1.7,1,,,10.252,0.044,9.308,0.026,,,10.103,0.25,9.322,0.06,8.787,0.03,,,7.666,0.026,7.238,0.053,7.067,0.024,,,,,,,,,4698,142,142,2.46,0.29,0.145,-0.108,0.2,0.28,11.173,1.596,2.15,1.293,0.477,0.265,9.04E-04,0.001,3.20E-04,521,64.11,91.62,0.033,0.014,0.008,,,
211396632,08 24 36.894,+11 35 21.72,1,9.388,,803-1015-1,508-047792,08243689+1135217,,STAR,gri,rpm,1.6,1.9,4.1,1.9,,,11.972,0.273,10.337,0.059,,,11.163,0.05,9.926,0.1,8.627,0.03,,,6.528,0.023,5.658,0.027,5.331,0.018,,,,,,,,,3517,42,42,0.384,0.24,0.288,-0.26,0.25,0.25,111.441,34.657,22.512,1.155,0.254,0.158,7.20E-07,8.37E-07,4.35E-07,1991,513.3,346.4,0.03,0.011,0.005,,,
211397259,08 29 52.141,+11 35 56.20,1,9.385,,804-446-1,508-048094,08295213+1135562,,STAR,gri,rpm,-48.2,0.9,-19,0.9,,,9.991,0.033,9.349,0.025,,,10.063,0.21,9.52,0.12,9.095,0.04,,,8.249,0.024,7.959,0.033,7.892,0.029,,,,,,,,,5924,185,231,4.152,0.28,0.336,-0.033,0.12,0.21,1.319,0.722,0.402,1.091,0.197,0.099,0.399,0.498,0.28,117.9,66.03,36.51,0.017,0.007,0.006,,,
211397281,08 31 26.227,+11 35 57.06,1,9.79,,804-376-1,508-048184,08312623+1135570,,STAR,gri,rpm,-12.2,1.4,-2.7,1.4,,,11.213,0.092,10.159,0.052,,,10.646,0.09,9.972,0.02,9.423,0.03,,,8.224,0.041,7.669,0.024,7.486,0.033,,,,,,,,,4477,44,54,0.688,0.08,0.24,-2.128,0.35,0.49,66.22,19.877,5.548,0.81,0.016,0.016,2.76E-06,8.36E-07,1.58E-06,3654,1198,352.1,0.036,0.006,0.016,,,
211398088,08 39 53.706,+11 36 40.52,1,9.813,,805-1331-1,509-046592,08395371+1136405,,STAR,gri,rpm,3.8,1.2,20.5,1.2,,,10.893,0.057,9.975,0.036,,,10.553,0.06,9.734,0.12,9.495,0.1,,,8.357,0.027,7.924,0.034,7.841,0.021,,,,,,,,,4978,154,123,2.464,0.855,0.114,-0.491,0.4,0.4,9.477,1.314,5.49,1.031,0.492,0.137,0.001,0.017,3.14E-04,650.6,67.71,361.7,0.032,0.01,0.008,,,
211401787,08 27 35.269,+11 40 02.91,1,9.709,,804-650-1,509-045905,08273526+1140030,,STAR,gri,rpm,-21.3,1.1,-13,1.1,,,10.173,0.035,9.607,0.032,,,10.278,0.07,9.521,0.02,9.466,0.01,,,8.668,0.027,8.46,0.057,8.412,0.023,,,,,,,,,5784,236,202,4.034,0.424,0.318,0.087,0.08,0.16,1.642,0.948,0.748,1.159,0.247,0.176,0.234,0.884,0.161,163.4,93.68,74.1,0.021,0.006,0.008,,,
211403356,08 49 56.821,+11 41 32.92,1,9.72,,813-2344-1,509-047119,08495682+1141329,,STAR,gri,,-8.7,1.5,-4.5,1.4,,,11.249,0.117,9.615,0.037,,,10.866,0.45,9.512,0.13,9.229,0.36,,,7.542,0.027,6.915,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211403386,08 36 53.092,+11 41 34.64,1,9.337,,805-1368-1,509-046431,08365308+1141346,,STAR,gri,rpm,-26.9,1.1,15,1.1,,,10.175,0.039,9.359,0.025,,,10.266,0.08,9.19,0.02,8.939,0.04,,,7.784,0.019,7.35,0.029,7.271,0.023,,,,,,,,,4819,95,76,2.736,0.48,0.4,-0.066,0.15,0.24,9.148,2.014,4.737,1.377,0.461,0.288,0.003,0.012,0.002,464.3,71.24,223.5,0.03,0.01,0.008,,,
211404031,08 36 31.388,+11 42 12.82,1,8.806,42222,805-1249-1,509-046411,08363139+1142128,,STAR,gri,plx,-5.2,1.03,-3.06,0.66,3.88,0.86,8.075,0.016,8.09,0.014,,,9.697,0.02,8.765,0.03,8.423,0.01,,,8.114,0.02,8.168,0.046,8.126,0.023,,,,,,,,,9071,780,780,4.078,0.105,0.168,-0.014,0.15,0.12,2.186,0.571,0.334,2.199,0.329,0.235,0.195,0.097,0.093,257.7,57.13,57.13,0.026,0.008,0.006,,,
211404208,08 54 53.186,+11 42 22.28,1,9.343,,814-2209-1,509-047603,08545316+1142222,,STAR,gri,rpm,-4.6,1.5,-7.1,1.5,,,11.717,0.158,10.242,0.048,,,11.066,0.07,9.814,0.1,8.605,0.06,,,6.561,0.021,5.716,0.027,5.423,0.016,,,,,,,,,3576,43,57,0.436,0.232,0.145,-0.273,0.24,0.16,107.642,12.248,19.297,1.16,0.189,0.158,8.78E-07,1.01E-06,3.05E-07,1980,107.7,378,0.03,0.008,0.002,,,
211406399,08 25 27.947,+11 44 18.97,1,5.938,,,,08252794+1144189,,STAR,J,rpm,1.7,1.6,1,2.2,,,,,,,,,,,,,,,,,5.938,0.023,5.027,0.018,4.638,0.027,,,,,,,,,3481,34,55,-0.224,0.14,0.02,-0.156,0.2,0.2,219.607,4.392,26.39,1.051,0.071,0.021,9.91E-08,5.30E-08,5.95E-09,3276,98.28,907.1,0.025,0.004,0.001,,,
211409604,08 54 37.207,+11 47 13.71,1,9.514,,814-1523-1,509-047585,08543720+1147137,,STAR,gri,rpm,-7.8,2,-9.2,1.9,,,11.487,0.116,9.987,0.038,,,10.809,0.06,9.722,0.15,8.96,0.13,,,7.48,0.03,6.795,0.04,6.552,0.017,,,,,,,,,4217,124,99,1.702,0.3,0.35,-0.117,0.2,0.32,25.676,10.693,6.466,1.245,0.208,0.25,6.50E-05,9.09E-05,4.22E-05,949.2,309,233.1,0.034,0.013,0.007,,,
211412245,08 27 24.533,+11 49 30.92,1,9.133,,804-832-1,510-047152,08272453+1149309,,STAR,gri,rpm,-0.7,2,-3.2,1.9,,,11.425,0.133,9.856,0.041,,,10.806,0.04,9.359,0.04,8.416,0.01,,,6.48,0.018,5.635,0.033,5.309,0.016,,,,,,,,,3640,36,36,0.719,0.23,0.23,-0.131,0.16,0.24,79.101,23.177,15.248,1.281,0.181,0.217,2.24E-06,2.66E-06,1.22E-06,1487,388.4,261.4,0.032,0.007,0.007,,,
211413734,08 29 06.566,+11 50 52.26,1,9.276,,804-380-1,510-047243,08290657+1150522,,STAR,gri,rpm,-5.9,2.4,3.9,2.2,,,10.931,0.079,9.823,0.039,,,10.197,0.08,9.311,0.05,8.882,0.02,,,7.786,0.021,7.269,0.038,7.114,0.024,,,,,,,,,4672,93,93,2.438,0.165,0.231,-0.08,0.15,0.27,11.469,2.864,1.313,1.376,0.419,0.299,8.84E-04,5.33E-04,4.28E-04,563,133.5,41.2,0.034,0.013,0.008,,,
211414187,08 36 28.118,+11 51 18.03,1,9.098,,805-1492-1,510-047685,08362811+1151180,,STAR,gri,rpm,22.6,1.3,-21.3,1.2,,,9.313,0.024,8.821,0.019,,,10.072,0.11,8.965,0.03,8.681,0.01,,,7.909,0.027,7.729,0.051,7.687,0.021,,,,,,,,,5139,51,51,3.678,0.025,1.24,-0.119,0.06,0.58,2.758,6.735,0.163,1.321,0.067,0.4,0.062,0.009,0.061,166,360.2,5.637,0.033,0.005,0.013,,,
211414200,08 31 15.093,+11 51 18.47,1,8.728,41790,804-1488-1,510-047357,08311507+1151182,,STAR,gri,plx,-20.94,1.28,-20.1,0.74,7.44,0.85,8.841,0.019,8.429,0.015,,,9.642,0.19,9.099,0.05,8.337,0.05,,,7.59,0.018,7.399,0.04,7.363,0.021,,,,,,,,,6444,316,316,3.998,0.108,0.09,0.021,0.12,0.12,1.915,0.292,0.219,1.461,0.072,0.108,0.192,0.073,0.062,134.4,15.36,15.36,0.019,0.007,0.005,,,
211414329,08 50 12.305,+11 51 24.48,1,8.534,,813-1032-1,510-048351,08501230+1151246,,STAR,gri,apo,-9.2,1.3,-3.6,1.3,,,10.334,0.063,8.866,0.024,,,10.183,0.11,8.913,0.02,7.827,0.06,,,6.01,0.024,5.26,0.016,5.02,0.02,,,,,,,,,3974,95,95,1.285,0.14,0.14,-0.109,0.12,0.12,41.706,7.93,5.632,1.296,0.259,0.185,1.61E-05,8.84E-06,5.71E-06,727.5,117.1,85.06,0.033,0.008,0.007,,,
211414351,08 49 34.659,+11 51 25.70,1,9.207,,813-1617-1,510-048304,08493465+1151256,,STAR,gri,rav,-10.3,1.3,-1.8,1.3,,,10.806,0.09,9.423,0.035,,,10.456,0.13,9.207,0.02,8.671,0.02,,,7.203,0.02,6.546,0.017,6.394,0.017,,,,,,,,,4201,103,103,1.535,0.145,0.145,-0.274,0.12,0.15,29.141,6.414,4.452,1.192,0.208,0.173,4.28E-05,2.66E-05,1.88E-05,963.4,155.5,158.4,0.034,0.013,0.009,,,
211415478,08 25 34.935,+11 52 28.56,1,9.786,,804-1449-1,510-047053,08253493+1152287,,STAR,gri,rpm,-0.9,1.4,-3.5,1.3,,,10.913,0.064,10.008,0.041,,,10.598,0.14,9.688,0.04,9.439,0.03,,,8.348,0.035,7.911,0.033,7.805,0.029,,,,,,,,,4848,120,100,2.63,0.2,0.24,-0.12,0.15,0.27,10.558,0.912,1.76,1.766,0.456,0.638,0.001,0.001,6.37E-04,705.6,64.52,92.17,0.033,0.01,0.007,,,
211418744,08 50 18.279,+11 55 21.16,1,9.731,,813-1419-1,510-048361,08501827+1155212,,STAR,gri,rav,-9.8,1.8,-6.8,1.7,,,11.257,0.109,10.083,0.054,,,10.619,0.06,9.646,0.01,9.351,0.01,,,8.087,0.02,7.531,0.023,7.423,0.023,,,,,,,,,4510,192,137,2.079,0.216,0.18,-0.285,0.15,0.15,15.363,5.002,3.216,1.17,0.236,0.147,2.73E-04,2.66E-04,1.35E-04,846.8,236.1,156.9,0.033,0.01,0.007,,,
211418817,08 50 02.404,+11 55 24.81,1,8.897,,813-1152-1,510-048341,08500240+1155247,,STAR,gri,rpm,-6.6,1.3,-16.3,1.3,,,10.208,0.055,8.979,0.025,,,10.148,0.1,9.044,0.03,8.361,0.01,,,7.077,0.019,6.565,0.024,6.449,0.021,,,,,,,,,4719,93,93,2.551,0.203,0.145,0.017,0.15,0.18,11.245,0.916,1.779,1.668,0.433,0.361,0.001,0.001,3.38E-04,399.1,40.53,43.73,0.031,0.015,0.006,,,
211419495,08 41 18.214,+11 56 00.44,1,9.611,,813-177-1,510-047927,08411821+1156005,,STAR,gri,rpm,-14.4,1.7,-0.8,1.7,,,11.304,0.083,10.08,0.04,,,10.597,0.06,9.585,0.07,9.189,0.06,,,7.958,0.02,7.385,0.031,7.238,0.021,,,,,,,,,4592,90,90,2.423,0.155,0.155,-0.043,0.15,0.18,11.574,2.515,1.517,1.305,0.272,0.194,7.93E-04,5.23E-04,3.15E-04,601.5,121.7,77.62,0.034,0.013,0.008,,,
211421716,08 38 11.325,+11 57 58.29,1,9.564,,805-1198-1,510-047771,08381132+1157584,,STAR,gri,rpm,-14.8,1.3,-18,1.2,,,9.835,0.029,9.481,0.027,,,10.175,0.06,9.353,0.01,9.302,0.06,,,8.618,0.032,8.411,0.02,8.399,0.018,,,,,,,,,5604,89,56,3.712,0.688,0.172,0.057,0.06,0.06,2.565,0.81,1.514,1.383,0.198,0.346,0.067,0.769,0.033,237.8,73.95,139.2,0.024,0.005,0.009,,,
211422285,08 41 46.194,+11 58 29.59,1,9.372,,813-337-1,510-047951,08414620+1158296,,STAR,gri,rpm,39.6,1.2,-44.5,1.1,,,10.37,0.043,9.522,0.027,,,10.306,0.13,9.439,0.07,8.972,0.05,,,7.951,0.026,7.542,0.051,7.455,0.027,,,,,,,,,4930,149,119,3.068,0.45,0.81,-0.439,0.35,0.42,4.627,6.12,1.591,0.978,0.33,0.092,0.008,0.035,0.007,277.3,292,89.99,0.03,0.009,0.011,,,
211422772,08 27 32.002,+11 58 55.43,1,8.893,41473,804-1280-1,510-047158,08273200+1158554,,STAR,gri,plx,-3.33,1.86,-5.57,1.34,0.22,1.43,11.07,0.095,9.356,0.028,,,10.538,0.13,9.143,0.04,8.188,0.03,,,6.43,0.026,5.616,0.033,5.371,0.021,,,,,,,,,3642,36,36,0.617,0.32,0.384,-0.192,0.3,0.36,84.874,29.882,25.776,1.14,0.234,0.195,1.63E-06,3.89E-06,1.15E-06,4545,29550,29550,0.033,0.013,0.007,,,
211423401,08 39 45.766,+11 59 29.10,1,9.123,,805-326-1,510-047862,08394576+1159291,,STAR,gri,rpm,-27.4,1.3,-46.9,1.2,,,9.272,0.02,8.834,0.016,,,10.029,0.06,9.176,0.04,8.735,0.06,,,8.015,0.024,7.817,0.026,7.779,0.031,,,,,,,,,5685,56,56,3.88,0.07,0.02,0.211,0.05,0.06,2.138,0.043,0.286,1.265,0.025,0.046,0.129,0.03,0.008,158.1,4.744,15.24,0.032,0.001,0.012,,,
211424769,08 35 24.644,+12 00 41.94,1,9.438,,805-1411-1,511-046371,08352466+1200420,,STAR,gri,rpm,-82.5,1.3,-71.9,1.2,,,9.829,0.032,9.394,0.027,,,10.26,0.1,9.23,0.04,9.086,0.06,,,8.277,0.023,7.998,0.02,7.949,0.026,,,,,,,,,5678,138,173,4.46,0.045,0.108,0.037,0.12,0.15,0.963,0.149,0.067,0.998,0.076,0.061,1.09,0.191,0.35,79.59,15.92,7.669,0.013,0.004,0.004,,,
211426303,08 23 56.002,+12 02 07.68,1,9.589,,803-1105-1,511-045748,08235599+1202078,,STAR,gri,rpm,7.2,1.5,-6.2,1.4,,,10.629,0.052,9.805,0.035,,,10.472,0.12,9.521,0.01,9.211,0.02,,,8.096,0.023,7.579,0.017,7.487,0.021,,,,,,,,,4740,76,76,2.489,0.21,0.105,-0.082,0.15,0.18,11.179,0.701,1.179,1.457,0.411,0.293,0.001,7.92E-04,2.54E-04,636.7,43.97,41.13,0.034,0.011,0.008,,,
211426443,08 39 57.262,+12 02 15.22,1,9.97,,805-952-1,511-046599,08395726+1202152,,STAR,gri,rpm,-12.6,2,1.2,1.9,,,11.436,0.085,10.298,0.044,,,10.86,0.04,9.918,0.01,9.589,0.05,,,8.359,0.03,7.81,0.02,7.641,0.026,,,,,,,,,4636,74,55,2.46,0.14,0.12,-0.06,0.12,0.15,11.409,1.158,1.445,1.357,0.24,0.2,8.92E-04,5.22E-04,2.23E-04,724.1,69.86,75.77,0.035,0.013,0.008,,,
211426789,08 28 50.048,+12 02 35.39,1,9.916,,804-1172-1,511-046033,08285002+1202355,,STAR,gri,rpm,16.4,1.5,-68.9,1.5,,,10.557,0.048,9.95,0.038,,,10.476,0.1,9.775,0.02,9.676,0.01,,,8.79,0.032,8.535,0.029,8.49,0.018,,,,,,,,,5889,117,117,4.315,0.12,0.288,0.03,0.18,0.18,1.183,0.521,0.181,1.075,0.092,0.077,0.613,0.359,0.391,127.5,53.34,22.13,0.018,0.007,0.006,,,
