EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
213669334,19 18 52.207,-28 38 42.31,1,8.93,,6887-2178-1,307-258687,19185220-2838423,,STAR,BV,rpm,14.3,1.6,-6.6,1.6,,,10.163,0.05,9.114,0.026,,,,,,,,,,,7.206,0.026,6.725,0.055,6.549,0.026,,,,,,,,,4803,118,118,2.62,0.19,0.228,-0.016,0.15,0.21,10.712,1.39,1.459,1.892,0.471,0.754,0.001,0.001,6.08E-04,412.5,57.2,42.31,0.103,0.05,0.03,AAA-111-111-000-0-0,,
213670700,19 16 20.515,-28 38 26.00,1,9.712,,6887-1809-1,307-258106,19162051-2838260,,STAR,BV,rpm,-2.2,2,-10.5,2,,,11.331,0.11,9.978,0.048,,,,,,,,,,,7.833,0.023,7.226,0.047,7.063,0.026,,,,,,,,,4638,149,224,2.422,0.215,0.258,0.002,0.12,0.3,11.56,3.792,1.398,1.465,0.451,0.376,8.53E-04,5.79E-04,4.81E-04,570.6,161.1,56.16,0.118,0.09,0.032,AAA-111-111-000-0-0,,
213681774,19 19 39.434,-28 36 18.84,1,9.16,94985,6887-1586-1,307-258867,19193943-2836189,,STAR,BV,plx,-23.67,2,-31.89,1.65,8.4,1.83,9.83,0.034,9.258,0.028,,,,,,,,,,,8.042,0.018,7.791,0.036,7.716,0.02,,,,,,,,,6245,248,248,4.202,0.132,0.198,-0.029,0.15,0.24,1.426,0.454,0.226,1.232,0.133,0.186,0.41,0.204,0.212,119,25.94,25.94,0.041,0.017,0.012,AAA-111-111-000-0-0,,
213713912,19 21 03.743,-28 30 13.11,1,9.02,,6887-896-1,308-261674,19210374-2830130,,STAR,BV,rpm,9.6,1.7,-15.8,1.7,,,10.929,0.092,9.346,0.029,,,,,,,,,,,5.928,0.018,5.167,0.031,4.898,0.018,,,,,,,,,4055,97,113,1.505,0.156,0.156,0.032,0.15,0.18,33.6,6.426,6.364,1.387,0.214,0.257,3.60E-05,2.31E-05,1.61E-05,564.9,124.3,86.29,0.123,0.079,0.044,AAA-111-111-000-0-0,,
213786701,18 47 37.148,-28 16 47.01,1,7.498,92215,6871-491-1,309-238692,18473715-2816470,,STAR,BV,plx,7.7,0.94,-4.17,0.6,4.52,0.74,7.485,0.016,7.408,0.011,,,,,,,,,,,7.041,0.024,7.028,0.047,6.986,0.026,,,,,,,,,9192,2018,1261,3.864,0.18,0.216,0.031,0.12,0.12,3.133,0.806,0.558,2.605,0.522,0.326,0.082,0.061,0.044,221.2,36.22,36.22,0.064,0.027,0.015,AAA-111-111-000-0-0,,
213803033,19 18 52.273,-28 13 49.93,1,8.148,94914,6887-1246-1,309-249615,19185227-2813499,,STAR,BV,plx,-0.26,1.51,-10.77,1.09,2.66,1.58,9.542,0.035,8.366,0.018,,,,,,,,,,,6.213,0.018,5.634,0.038,5.454,0.017,,,,,,,,,4631,142,142,2.403,0.14,0.336,0.056,0.15,0.18,13.002,8.29,2.077,1.756,0.998,0.499,6.86E-04,4.58E-04,4.78E-04,375.9,223.3,223.3,0.091,0.065,0.032,AAA-111-111-000-0-0,,
213804654,19 21 36.057,-28 13 32.54,1,9.223,,6887-1804-1,309-250248,19213604-2813325,,STAR,gri,rpm,-17.8,1.5,26.4,1.6,,,9.968,0.032,9.324,0.025,,,9.931,0.02,9.08,0.02,8.92,0.07,,,7.981,0.027,7.627,0.051,7.488,0.027,,,,,,,,,4914,79,79,2.974,0.27,0.648,-0.412,0.36,0.2,5.792,5.118,1.449,1.268,0.161,0.321,0.006,0.009,0.005,416.6,169.2,175.1,0.106,0.078,0.049,AAA-111-111-000-0-0,,
213809117,19 32 03.149,-28 12 44.81,1,8.248,,6888-2186-1,309-252395,19320314-2812447,,STAR,gri,rpm,-0.5,0.9,-11,1,,,7.615,0.016,7.617,0.012,,,9.338,0.03,8.816,0.04,7.78,0.15,,,7.476,0.024,7.495,0.04,7.498,0.034,,,,,,,,,6554,65,65,3.662,0.02,0.02,0.092,0.1,0.05,3.347,0.067,0.067,1.917,0.038,0.038,0.05,0.003,0.003,301.6,23.36,26.29,0.081,0.003,0.015,AAA-111-111-000-0-0,,
213812240,19 04 06.650,-28 12 11.09,1,9.82,93639,6885-402-1,309-245469,19040664-2812110,,STAR,gri,plx,127.09,2,28.77,1.34,23.29,1.73,10.978,0.061,10.066,0.039,,,10.414,0.03,9.613,0.02,9.565,0.14,,,8.134,0.02,7.645,0.029,7.566,0.018,,,,,,,,,5090,100,100,4.606,0.025,0.025,-0.361,0.2,0.24,0.709,0.042,0.047,0.74,0.062,0.052,2.074,0.253,0.226,42.94,3.189,3.189,0,0,0,AAA-111-111-000-0-0,,
213814481,19 39 09.045,-28 11 46.85,1,9.993,,6901-160-1,310-254142,19390904-2811468,,STAR,BV,rpm,3.2,1.7,-11.1,1.7,,,10.425,0.037,10.025,0.037,,,,,,,,,,,9.279,0.024,9.143,0.023,9.087,0.021,,,,,,,,,7190,425,354,3.961,0.255,0.357,0.022,0.12,0.12,2.158,1.48,0.672,1.699,0.418,0.261,0.158,0.258,0.117,333.1,217.7,100.5,0.095,0.054,0.027,AAA-222-111-000-0-0,,
213814656,19 18 43.315,-28 11 44.98,1,9.408,,6887-1690-1,310-250247,19184332-2811450,,STAR,gri,rpm,-32,1.9,-10.6,1.8,,,10.414,0.057,9.52,0.036,,,10.14,0.03,9.294,0.04,9.095,0.01,,,7.91,0.021,7.478,0.033,7.385,0.024,,,,,,,,,4984,121,90,2.923,0.728,0.624,-0.427,0.45,0.25,5.683,4.54,3.185,1.02,0.322,0.09,0.004,0.047,0.003,339.6,207.6,142.7,0.08,0.046,0.029,AAA-111-111-000-0-0,,
213836600,18 55 58.813,-28 07 48.83,1,8.351,92927,6872-768-1,310-243110,18555884-2807488,,STAR,gri,plx,15.25,1.8,-6.46,1.01,8.13,1.09,8.838,0.018,8.47,0.015,,,9.663,0.03,8.665,0.04,7.789,0.06,,,7.261,0.018,7.119,0.02,7.06,0.023,,,,,,,,,6991,228,285,4.041,0.114,0.095,0.036,0.1,0.1,1.92,0.279,0.244,1.584,0.095,0.095,0.199,0.102,0.058,123,16.49,16.49,0.038,0.018,0.009,AAA-111-111-000-0-0,,
213841509,18 57 06.504,-28 06 57.02,1,8.961,93036,6868-1717-1,310-243525,18570650-2806570,,STAR,gri,plx,12.93,1.66,-18.04,0.95,10.96,1.2,9.535,0.025,8.975,0.019,,,9.874,0.14,8.905,0.05,8.569,0.1,,,7.858,0.019,7.58,0.023,7.524,0.016,,,,,,,,,5825,173,138,4.395,0.065,0.182,0.087,0.1,0.2,1.078,0.239,0.089,1.062,0.064,0.076,0.837,0.178,0.391,91.24,9.99,9.99,0.032,0.014,0.008,AAA-111-111-000-0-0,,
213847255,18 47 59.707,-28 05 53.38,1,9.155,,,310-239397,18475970-2805533,,STAR,J,rpm,0.9,3.1,-4,3.2,,,,,,,,,,,,,,,,,9.155,0.023,8.161,0.023,7.825,0.018,,,,,,,,,3377,156,130,0.286,0.24,0.288,-0.031,0.35,0.42,117.579,39.143,29.366,1.053,0.182,0.083,5.58E-07,8.31E-07,3.34E-07,6053,1934,1087,0.335,0.091,0.146,AAA-211-111-000-0-0,,
213852583,19 21 36.592,-28 04 56.66,1,9.582,,6883-2168-1,310-250918,19213659-2804565,,STAR,gri,rpm,-7,1.9,-5.1,2.3,,,11.152,0.084,10.025,0.044,,,10.6,0.01,9.554,0.02,9.145,0.09,,,7.789,0.021,7.174,0.046,7.033,0.026,,,,,,,,,4607,72,109,2.485,0.095,0.266,0.002,0.15,0.3,11.595,7.577,1.308,1.504,0.439,0.439,9.05E-04,4.03E-04,5.58E-04,557.5,313.6,61.77,0.115,0.11,0.024,AAA-111-111-000-0-0,,
213869475,19 33 30.718,-28 01 57.74,1,8.9,,6897-249-1,310-253228,19333070-2801576,,STAR,gri,rpm,-47.1,1.9,-57.9,1.5,,,9.496,0.027,8.98,0.022,,,9.713,0.08,9.012,0.23,8.551,0.13,,,7.888,0.023,7.611,0.024,7.555,0.024,,,,,,,,,5984,181,254,4.287,0.15,0.24,-0.1,0.16,0.32,1.17,0.445,0.241,1.049,0.162,0.135,0.595,0.404,0.335,133.6,58.8,40.83,0.046,0.02,0.02,AAA-111-111-000-0-0,,
213870506,19 14 50.962,-28 01 45.54,1,9.568,,6882-71-1,310-249300,19145096-2801456,,STAR,BV,rpm,1.2,1.6,-3.6,1.9,,,9.547,0.026,9.476,0.028,,,,,,,,,,,9.269,0.025,9.288,0.026,9.216,0.021,,,,,,,,,9351,1020,729,3.899,0.264,0.264,0.031,0.1,0.1,2.848,1.427,0.818,2.558,0.617,0.441,0.098,0.139,0.064,560.8,231.4,163.8,0.138,0.071,0.051,AAA-222-111-000-0-0,,
213872755,19 35 00.535,-28 01 21.19,1,9.592,,6897-77-1,310-253511,19350052-2801212,,STAR,gri,rpm,7.2,1.8,-19,1.8,,,9.858,0.031,9.581,0.031,,,9.882,0.07,9.581,0.02,9.468,0.01,,,8.976,0.021,8.893,0.051,8.842,0.023,,,,,,,,,6524,156,156,3.981,0.295,0.295,0.067,0.12,0.12,1.874,1.259,0.653,1.461,0.344,0.215,0.17,0.343,0.114,239.1,137,75.19,0.077,0.039,0.028,AAA-112-111-000-0-0,,
213873758,19 32 40.334,-28 01 11.31,1,6.99,96124,6897-2051-1,310-253067,19324033-2801108,,STAR,BV,plx,71.37,1.3,-748.96,0.7,36.72,0.95,7.815,0.017,7.13,0.011,,,,,,,,,,,5.917,0.02,5.588,0.026,5.495,0.02,,,,,,,,,5748,90,113,4.461,0.025,0.025,-0.028,0.15,0.15,0.977,0.02,0.025,1.009,0.04,0.056,1.076,0.077,0.072,27.23,0.817,0.817,0,0,0,AAA-111-111-000-0-0,,
213899984,19 21 49.658,-27 56 34.73,1,9.574,,6883-128-1,311-248946,19214966-2756348,,STAR,gri,rpm,-10.7,2.1,-9.5,2.1,,,11.07,0.082,10.035,0.045,,,10.511,0.01,9.579,0.02,9.172,0.03,,,7.979,0.023,7.481,0.044,7.324,0.026,,,,,,,,,4742,117,78,2.473,0.252,0.168,-0.143,0.16,0.28,11.126,1.473,1.7,1.308,0.828,0.296,9.96E-04,9.92E-04,3.38E-04,585.8,113.6,69.68,0.139,0.076,0.05,AAA-111-111-000-0-0,,
213900636,19 21 05.969,-27 56 27.30,1,9.657,,6883-580-1,311-248746,19210595-2756273,,STAR,gri,rpm,1.3,3.2,-4,3,,,12.94,0.564,10.568,0.086,,,11.46,0.02,10.026,0.02,8.884,0.02,,,6.989,0.023,6.17,0.051,5.897,0.023,,,,,,,,,3583,35,35,0.718,0.12,0.144,0.105,0.12,0.21,86.29,9.553,12.574,1.448,0.102,0.203,2.22E-06,1.26E-06,7.11E-07,2025,103.3,337.6,0.076,0.012,0.004,AAA-111-111-000-0-0,,
213911016,19 20 09.492,-27 54 38.16,1,9.451,,6883-1276-1,311-248507,19200949-2754382,,STAR,gri,rpm,5.7,2.1,11.4,2.3,,,11.295,0.104,10.102,0.053,,,10.712,0.03,9.432,0.03,8.911,0.01,,,7.33,0.018,6.652,0.029,6.445,0.016,,,,,,,,,4218,180,102,1.755,0.195,0.468,0.079,0.15,0.93,26.116,10.067,6.214,1.386,0.544,0.34,7.17E-05,6.62E-05,5.53E-05,832.5,280.2,155.8,0.168,0.161,0.074,AAA-111-111-000-0-0,,
213919915,19 32 18.860,-27 53 04.52,1,9.261,,6897-379-1,311-251219,19321887-2753040,,STAR,gri,rpm,-4.8,3.1,8,2.9,,,10.651,0.06,10.075,0.051,,,9.935,0.02,9.344,0.11,8.973,0.12,,,8.211,0.027,7.902,0.023,7.83,0.016,,,,,,,,,5846,236,236,3.767,0.546,0.455,-0.031,0.15,0.12,2.445,1.947,1.43,1.324,0.545,0.327,0.079,0.594,0.066,224.9,172.2,123.4,0.094,0.017,0.062,AAA-111-111-000-0-0,,
213926179,19 24 30.183,-27 51 57.40,1,6.176,95408,6884-2464-1,311-249607,19243018-2751573,,STAR,BV,plx,11.82,0.37,-15.37,0.21,3.66,0.38,5.889,0.014,6.011,0.01,,,,,,,,,,,6.284,0.024,6.385,0.044,6.392,0.029,,,,,,,,,14036,2629,3155,3.816,0.204,0.238,0.036,0.09,0.15,4.253,0.858,0.62,4.603,1.04,1.04,0.056,0.046,0.029,273.2,28.37,28.37,0.086,0.042,0.025,AAA-111-111-000-0-0,,
213929381,19 18 19.299,-27 51 24.00,1,9.987,,6883-1220-1,311-248070,19181929-2751241,,STAR,gri,rpm,0.7,2.3,29.9,1.8,,,10.64,0.059,10.057,0.047,,,10.358,0.01,9.862,0.02,9.828,0.01,,,8.808,0.02,8.526,0.016,8.451,0.021,,,,,,,,,5967,144,120,4.185,0.208,0.312,0.041,0.08,0.06,1.371,0.778,0.336,1.154,0.257,0.086,0.41,0.423,0.291,148.4,93.97,48.17,0.059,0.025,0.018,AAA-112-111-000-0-0,,0621-1164276
213931112,19 05 23.855,-27 51 06.28,1,9.621,,6881-98-1,311-244428,19052385-2751062,,STAR,gri,rpm,-3.6,1.8,-10.7,1.8,,,9.534,0.024,9.458,0.025,,,9.757,0.03,9.576,0.03,9.936,0.06,,,9.171,0.024,9.152,0.024,9.102,0.021,,,,,,,,,7747,191,143,3.997,0.204,0.306,0.086,0.12,0.15,2.158,1.232,0.479,1.881,0.354,0.253,0.161,0.193,0.112,370.5,193.4,100.1,0.103,0.056,0.034,AAA-222-111-000-0-0,,
213933185,19 19 11.301,-27 50 44.57,1,9.806,,6883-488-1,311-248249,19191129-2750445,,STAR,gri,rpm,18.7,1.5,-5.6,1.5,,,10.12,0.035,9.808,0.038,,,10.001,0.01,9.742,0.02,9.969,0.06,,,9.293,0.026,9.176,0.022,9.179,0.024,,,,,,,,,7013,141,141,4.142,0.1,0.26,0.047,0.1,0.08,1.689,0.788,0.231,1.562,0.184,0.138,0.287,0.138,0.184,291.3,103.1,56.69,0.073,0.031,0.026,AAA-222-111-000-0-0,,
213956594,18 45 56.096,-27 46 41.03,1,9.437,,6867-1426-1,312-229957,18455609-2746410,,STAR,gri,rpm,-1.2,2.2,-4.2,2,,,9.178,0.02,9.134,0.021,,,9.733,0.02,9.175,0.04,9.31,0.06,,,8.987,0.035,9.008,0.024,8.987,0.021,,,,,,,,,9653,1347,1123,3.899,0.264,0.264,0.031,0.12,0.1,3.004,1.124,0.952,2.767,0.588,0.588,0.094,0.121,0.059,537.2,179.2,178.2,0.123,0.094,0.036,AAA-122-111-000-0-0,,
213971291,18 59 26.895,-27 44 10.25,1,8.384,,6881-518-1,312-236804,18592689-2744103,,STAR,gri,rpm,19.4,1.6,-11.9,1.6,,,10.781,0.07,9.073,0.021,,,10.231,0.1,8.938,0.04,7.592,0.06,,,5.88,0.023,5.037,0.029,4.772,0.021,,,,,,,,,3971,64,96,1.221,0.228,0.266,-0.118,0.25,0.4,43.058,12.925,8.46,1.209,0.175,0.244,1.32E-05,1.26E-05,7.29E-06,663.6,192.1,97.49,0.126,0.083,0.038,AAA-111-111-00d-0-0,,
214003512,19 00 32.681,-27 38 42.67,1,8.868,93328,6881-942-1,312-237178,19003267-2738427,,STAR,gri,plx,1.15,1.28,-14.76,0.75,4.8,0.98,8.596,0.017,8.518,0.014,,,9.669,0.13,9.088,0.06,8.525,0.01,,,8.269,0.023,8.274,0.029,8.3,0.023,,,,,,,,,7850,397,397,4.137,0.105,0.147,0.061,0.08,0.14,1.836,0.386,0.27,1.776,0.181,0.129,0.266,0.137,0.117,208.3,42.53,42.53,0.062,0.025,0.018,AAA-112-111-000-0-0,,
214008881,19 35 32.856,-27 37 48.77,1,9.294,,6897-817-1,312-246385,19353284-2737487,,STAR,gri,rpm,5.4,1.5,0.3,1.5,,,8.982,0.021,8.965,0.02,,,9.627,0.07,9.142,0.02,9.151,0.02,,,8.916,0.023,8.987,0.024,8.983,0.023,,,,,,,,,8194,326,326,3.893,0.24,0.32,0.071,0.1,0.12,2.456,1.627,0.668,2.099,0.547,0.274,0.106,0.129,0.076,409.7,269,110.8,0.12,0.101,0.046,AAA-122-111-000-0-0,,
214037625,19 01 16.992,-27 33 02.14,1,9.112,93392,6881-956-1,313-241267,19011699-2733021,,STAR,gri,plx,-1.91,1.86,-8.58,1.24,4.8,1.68,10.058,0.03,9.344,0.022,,,10.027,0.13,9.312,0.08,8.72,0.02,,,7.883,0.027,7.573,0.057,7.497,0.031,,,,,,,,,4978,214,153,2.677,0.621,0.345,-0.264,0.3,0.54,9.557,1.517,5.61,1.191,1.067,0.296,0.002,0.014,9.37E-04,208.3,72.92,72.92,0.101,0.079,0.043,AAA-111-111-000-0-0,,
214049657,18 55 33.281,-27 31 01.42,1,9.324,92883,6868-1278-1,313-239010,18553328-2731013,,STAR,gri,plx,13.28,1.48,-1.06,0.85,9.47,1.04,10.002,0.03,9.379,0.024,,,10.1,0.13,9.157,0.02,8.991,0.06,,,8.079,0.021,7.765,0.024,7.674,0.021,,,,,,,,,5714,169,169,4.374,0.1,0.3,0.058,0.15,0.18,1.065,0.548,0.096,1.05,0.113,0.071,0.785,0.311,0.515,105.6,11.6,11.6,0.036,0.01,0.007,AAA-111-111-000-0-0,,
214073502,19 35 08.804,-27 27 06.48,1,9.123,96332,6897-1083-1,313-250471,19350880-2727064,,STAR,gri,plx,-36.26,1.44,-68.78,0.95,10.78,1.28,9.875,0.037,9.26,0.029,,,9.88,0.01,9.114,0.01,8.799,0.06,,,8.031,0.029,7.72,0.051,7.614,0.031,,,,,,,,,5733,221,265,4.425,0.07,0.294,0.007,0.16,0.24,1.022,0.416,0.126,0.997,0.095,0.059,0.917,0.306,0.61,92.76,11.01,11.01,0.032,0.011,0.007,AAA-111-111-000-0-0,,
214081463,18 48 07.222,-27 25 47.78,1,9.353,,6867-1268-1,313-234857,18480722-2725476,,STAR,gri,rpm,2.5,1.6,-2.8,1.6,,,9.237,0.02,9.155,0.021,,,9.781,0.05,9.24,0.07,9.169,0.06,,,8.733,0.023,8.743,0.029,8.69,0.026,,,,,,,,,7418,138,472,3.621,0.24,0.32,0.11,0.08,0.08,3.574,2.111,1.083,2.21,0.28,0.28,0.042,0.058,0.029,475.8,215.1,127.1,0.149,0.062,0.07,AAA-112-111-000-0-0,,
214094541,19 13 39.302,-27 23 39.11,1,8.488,94473,6882-736-1,314-232992,19133930-2723392,,STAR,gri,plx,0.1,1.47,1.91,0.87,2.71,1.46,10.454,0.051,8.942,0.018,,,9.884,0.02,8.79,0.01,7.889,0.01,,,6.327,0.023,5.602,0.023,5.387,0.018,,,,,,,,,4374,92,73,1.749,0.26,0.52,-0.254,0.3,0.36,24.235,11.91,7.03,1.168,0.678,0.212,7.62E-05,1.15E-04,6.17E-05,369,198.8,198.8,0.121,0.059,0.049,AAA-111-111-000-0-0,,
214110981,18 53 49.014,-27 20 57.56,1,8.536,,,314-225806,18534900-2720575,,STAR,J,rpm,-13.4,2.1,-4.1,1.6,,,,,,,,,,,,,,,,,8.536,0.026,7.682,0.038,7.19,0.024,,,,,,,,,2706,27,27,-0.5,0.02,0.02,0.618,0.05,0.26,304.18,9.965,6.084,1.073,0.021,0.021,3.79E-08,2.27E-09,3.34E-09,7096,1081,212.9,0.247,0.135,0.001,AAA-111-111-000-0-0,,
214112021,18 46 16.267,-27 20 46.88,1,8.273,92104,6867-158-1,314-220989,18461627-2720470,,STAR,gri,plx,-22.98,2.33,-60.87,1.49,13.86,1.49,8.747,0.019,8.19,0.014,,,9.665,0.02,8.605,0.05,7.677,0.04,,,7.076,0.02,6.828,0.036,6.741,0.02,,,,,,,,,6244,217,217,4.227,0.09,0.108,-0.056,0.16,0.24,1.367,0.177,0.132,1.189,0.086,0.156,0.436,0.171,0.14,72.15,7.756,7.756,0.025,0.011,0.007,AAA-111-111-000-0-0,,
214112991,19 06 03.970,-27 20 37.51,1,9.516,93792,6881-361-1,314-230609,19060397-2720374,,STAR,gri,plx,6.77,2.7,0.79,1.59,0.3,2.17,11.393,0.117,9.865,0.038,,,10.468,0.01,9.428,0.06,9.109,0.07,,,7.505,0.024,6.924,0.046,6.726,0.024,,,,,,,,,4645,112,112,2.429,0.132,0.132,0.041,0.12,0.16,12.235,6.156,1.554,1.579,1.325,0.368,7.46E-04,3.70E-04,3.55E-04,3333,24110,24110,0.123,0.106,0.04,AAA-111-111-000-0-0,,
214118877,19 07 10.576,-27 19 40.96,1,9.658,,6882-436-1,314-230987,19071056-2719409,,STAR,gri,rpm,16.1,1.7,-31.1,1.6,,,10.296,0.039,9.728,0.032,,,10.098,0.01,9.566,0.02,9.469,0.05,,,8.464,0.02,8.203,0.033,8.156,0.036,,,,,,,,,5865,93,70,4.177,0.272,0.544,0.084,0.1,0.06,1.494,1.362,0.554,1.164,0.341,0.098,0.352,0.591,0.303,140.9,184.9,31.34,0.06,0.056,0.031,AAA-111-111-000-0-0,,
214121478,19 14 39.558,-27 19 15.05,1,8.779,,6882-470-1,314-233299,19143954-2719145,,STAR,BV,rpm,9.5,2.7,-24.3,2.4,,,8.861,0.02,8.715,0.018,,,,,,,,,,,7.959,0.018,7.943,0.031,7.933,0.029,,,,,,,,,8610,959,685,4.153,0.105,0.189,0.026,0.09,0.12,1.901,0.559,0.23,2.005,0.311,0.195,0.277,0.114,0.147,209.9,55.57,43.94,0.068,0.023,0.019,AAA-111-111-000-0-0,,
214121667,19 14 39.456,-27 19 13.00,1,9.486,,6882-470-2,314-233299,19143954-2719145,,STAR,BV,col,,,,,,,9.422,0.025,9.382,0.029,,,,,,,,,,,7.959,0.018,7.943,0.031,7.933,0.029,,,,,,,,,8924,1535,853,4.013,0.22,0.308,0.026,0.12,0.12,2.381,1.505,0.703,2.35,0.713,0.534,0.136,0.179,0.094,357.5,191.1,143.7,0.091,0.07,0.032,AAA-111-111-000-0-0,,
214133870,19 06 19.248,-27 17 13.52,1,7.5,93812,6881-1473-1,314-230688,19061923-2717135,,STAR,BV,plx,4.43,1.05,-7.33,0.58,3.76,0.8,7.393,0.015,7.384,0.011,,,,,,,,,,,7.218,0.024,7.282,0.027,7.23,0.018,,,,,,,,,10560,2080,1387,3.91,0.185,0.185,0.031,0.15,0.12,3.131,0.818,0.565,2.993,0.666,0.37,0.099,0.079,0.05,266,56.59,56.59,0.077,0.038,0.024,AAA-111-111-000-0-0,,
214155925,19 09 04.563,-27 13 37.61,1,9.068,94078,6882-903-1,314-231639,19090457-2713376,,STAR,gri,plx,21.9,1.4,-30.61,0.87,8.3,1.2,9.624,0.024,9.054,0.019,,,9.775,0.06,8.954,0.01,8.764,0.06,,,7.93,0.02,7.663,0.031,7.587,0.026,,,,,,,,,5536,55,111,3.802,0.091,0.104,0.107,0.05,0.14,2.267,0.53,0.261,1.266,0.173,0.086,0.101,0.034,0.039,120.5,17.42,17.42,0.062,0.019,0.019,AAA-111-111-000-0-0,,
214164990,19 25 44.751,-27 12 08.54,1,9.717,,6884-1944-1,314-236246,19254475-2712085,,STAR,gri,rpm,-2.5,1.8,-8.9,1.8,,,11.074,0.095,10.037,0.05,,,10.508,0.02,9.724,0.04,9.378,0.04,,,8.274,0.024,7.836,0.04,7.701,0.033,,,,,,,,,4979,80,60,2.437,0.406,0.035,-0.486,0.4,0.25,10.187,0.505,0.745,1.079,1.305,0.119,9.62E-04,0.002,1.01E-04,652.4,52.48,40.73,0.122,0.07,0.047,AAA-111-111-000-0-0,,
214188728,18 51 56.594,-27 08 17.16,1,9.869,,6868-900-1,315-221137,18515659-2708171,,STAR,gri,rpm,4.9,1.6,0,1.6,,,9.9,0.035,9.824,0.042,,,10.068,0.05,9.803,0.03,10.125,0.18,,,9.581,0.023,9.568,0.025,9.482,0.026,,,,,,,,,7650,187,280,3.744,0.342,0.19,0.111,0.08,0.12,3.146,0.992,1.225,2.175,0.325,0.455,0.059,0.15,0.03,617,185.2,252,0.156,0.132,0.066,AAA-222-111-000-0-0,,
214208328,18 47 54.866,-27 05 09.42,1,8.51,,6867-1559-1,315-218559,18475487-2705092,,STAR,gri,rpm,0.8,1.6,-4.8,1.7,,,8.077,0.016,8.043,0.013,,,9.52,0.07,8.788,0.09,8.078,0.05,,,7.84,0.029,7.858,0.04,7.838,0.027,,,,,,,,,6996,286,343,3.656,0.312,0.13,0.052,0.14,0.06,3.213,1.081,1.134,1.865,0.478,0.239,0.048,0.098,0.019,320.8,131.1,105.7,0.082,0.084,0.018,AAA-111-111-000-0-0,,
214223324,19 33 48.677,-27 02 46.18,1,8.27,,6897-1254-1,315-234857,19334867-2702462,,STAR,gri,rpm,-20.7,2.2,-21.2,1.9,,,10.335,0.061,8.908,0.024,,,9.944,0.05,8.804,0.01,7.553,0.06,,,6.061,0.019,5.264,0.027,5.064,0.018,,,,,,,,,4212,66,82,1.437,0.287,0.205,-0.418,0.25,0.3,31.097,8.414,6.622,0.968,0.223,0.048,3.13E-05,5.37E-05,1.60E-05,569.3,119.9,99.03,0.104,0.051,0.02,AAA-111-111-000-0-0,,
214229261,19 12 14.224,-27 01 47.79,1,9.693,,6882-541-1,315-229338,19121422-2701478,,STAR,gri,rpm,-23.9,1.7,-11.8,1.7,,,10.557,0.037,9.936,0.029,,,10.116,0.03,9.706,0.02,9.511,0.04,,,8.845,0.018,8.605,0.027,8.538,0.025,,,,,,,,,6148,145,97,4.014,0.294,0.21,-0.044,0.12,0.21,1.752,0.611,0.6,1.231,0.268,0.112,0.217,0.402,0.129,217.5,99.79,79.25,0.066,0.042,0.021,AAA-112-111-000-0-0,,
214230785,18 58 17.893,-27 01 32.96,1,9.402,,6868-1606-1,315-224197,18581789-2701329,,STAR,gri,rpm,3.5,1.6,-13.1,1.5,,,9.293,0.02,9.161,0.019,,,9.914,0.03,9.328,0.04,9.182,0.01,,,8.801,0.02,8.79,0.025,8.765,0.023,,,,,,,,,7424,374,249,3.916,0.23,0.23,0.051,0.1,0.08,2.454,0.887,0.652,1.885,0.223,0.186,0.105,0.139,0.06,342,92.54,85.42,0.099,0.078,0.031,AAA-122-111-000-0-0,,
214245114,18 51 10.452,-26 59 14.98,1,9.588,,6868-1014-1,316-217886,18511044-2659149,,STAR,BV,rpm,-1.1,1.6,-6.8,1.6,,,9.57,0.027,9.497,0.03,,,,,,,,,,,9.246,0.023,9.264,0.027,9.272,0.026,,,,,,,,,9979,1464,1046,4.01,0.19,0.19,0.031,0.12,0.1,2.527,0.86,0.547,2.657,0.478,0.478,0.143,0.126,0.076,542.6,136.7,155.3,0.123,0.07,0.039,AAA-122-111-000-0-0,,
214245810,19 29 52.185,-26 59 08.21,1,5.28,95865,6884-2463-1,316-230756,,,STAR,BV,plx,20.28,0.97,-42.64,0.51,13.94,1.03,6.623,0.015,5.488,0.009,,,,,,,,,,,,,,,,,,,,,,,,,4932,215,78,3.405,0.26,0.156,-0.121,0.18,0.27,3.574,0.596,0.867,1.229,0.165,0.198,0.025,0.033,0.011,71.74,5.3,5.3,0.025,0.006,0.005,,,
